tahun,Garis Kemiskinan,Upah Minimum Provinsi,Pengeluaran,Upah_Rata_rata,Jenis_Pengeluaran_MAKANAN,Jenis_Pengeluaran_NONMAKANAN,Jenis_Pengeluaran_TOTAL,daerah_PERDESAAN,daerah_PERDESAANPERKOTAAN,daerah_PERKOTAAN,provinsi_Indonesia,provinsi_Indonesia Barat,provinsi_Indonesia Tengah,provinsi_Indonesia Timur
2022,434104.0,1.6185342773861568,-0.3554046423433333,0.1588030522669177,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,462138.0,1.6185342773861568,-0.3554046423433333,0.1588030522669177,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,438658.0,1.6185342773861568,-0.25697085263472624,0.1588030522669177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2022,468255.0,1.6185342773861568,-0.25697085263472624,0.1588030522669177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2022,448528.0,1.6185342773861568,-0.06612534387162176,0.1588030522669177,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2022,481276.0,1.6185342773861568,-0.06612534387162176,0.1588030522669177,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2022,131658.0,1.6185342773861568,-0.9968735785076379,0.1588030522669177,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,140763.0,1.6185342773861568,-0.9968735785076379,0.1588030522669177,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,140570.0,1.6185342773861568,-0.6991222190267505,0.1588030522669177,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2022,149038.0,1.6185342773861568,-0.6991222190267505,0.1588030522669177,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2022,157867.0,1.6185342773861568,-0.12184359402947252,0.1588030522669177,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2022,164956.0,1.6185342773861568,-0.12184359402947252,0.1588030522669177,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2022,565762.0,1.6185342773861568,0.7893526462309581,0.1588030522669177,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,602900.0,1.6185342773861568,0.7893526462309581,0.1588030522669177,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,579228.0,1.6185342773861568,1.1855406147419199,0.1588030522669177,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2022,617293.0,1.6185342773861568,1.1855406147419199,0.1588030522669177,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2022,606394.0,1.6185342773861568,1.953661929180835,0.1588030522669177,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2022,646232.0,1.6185342773861568,1.953661929180835,0.1588030522669177,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2015,214350.0,-1.1975745287678117,-1.0446582580565633,-1.39214595395276,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,222166.0,-1.1975745287678117,-1.0446582580565633,-1.39214595395276,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,221931.0,-1.1975745287678117,-0.9530697808705115,-1.39214595395276,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015,228017.0,-1.1975745287678117,-0.9530697808705115,-1.39214595395276,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015,226679.0,-1.1975745287678117,-0.8957135049401712,-1.39214595395276,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2015,231680.0,-1.1975745287678117,-0.8957135049401712,-1.39214595395276,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2015,89655.0,-1.1975745287678117,-0.8972359385325024,-1.39214595395276,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,92052.0,-1.1975745287678117,-0.8972359385325024,-1.39214595395276,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,99903.0,-1.1975745287678117,-0.3835922183731968,-1.39214595395276,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015,103011.0,-1.1975745287678117,-0.3835922183731968,-1.39214595395276,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015,106320.0,-1.1975745287678117,-0.06193865149271126,-1.39214595395276,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2015,109874.0,-1.1975745287678117,-0.06193865149271126,-1.39214595395276,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2015,304005.0,-1.1975745287678117,0.19973385117139644,-1.39214595395276,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,314218.0,-1.1975745287678117,0.19973385117139644,-1.39214595395276,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,321834.0,-1.1975745287678117,0.804968867838221,-1.39214595395276,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015,331028.0,-1.1975745287678117,0.804968867838221,-1.39214595395276,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015,332999.0,-1.1975745287678117,1.183978710649047,-1.39214595395276,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2015,341554.0,-1.1975745287678117,1.183978710649047,-1.39214595395276,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2016,230108.0,-0.8578310424314963,-0.9688100526223348,-0.3605241350267309,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,233243.0,-0.8578310424314963,-0.9688100526223348,-0.3605241350267309,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,234393.0,-0.8578310424314963,-0.8278467985798118,-0.3605241350267309,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,238822.0,-0.8578310424314963,-0.8278467985798118,-0.3605241350267309,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,237835.0,-0.8578310424314963,-0.7448346972972253,-0.3605241350267309,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2016,242429.0,-0.8578310424314963,-0.7448346972972253,-0.3605241350267309,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2016,92552.0,-0.8578310424314963,-0.8249457167899809,-0.3605241350267309,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,94790.0,-0.8578310424314963,-0.8249457167899809,-0.3605241350267309,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,104574.0,-0.8578310424314963,-0.35539618437893145,-0.3605241350267309,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,107576.0,-0.8578310424314963,-0.35539618437893145,-0.3605241350267309,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
